,Title,Summary,Location,Company,Salary
384,Solutions Consultant,Analyze campaign and publisher performance and offer recommendations or architect solution designs for improvement.3-4 years of professional experience.,Singapore,Xandr,
385,"Head of Business Development, FSI Insurance, Asia Pacific",The ideal candidates will possess a strong business development / sales backgrounds and Insurance industry technology experience that will enable them to engage…,Singapore,Amazon Web Services Singapore,
386,Senior Lead System Engineer,Able to perform the role of Enterprise Architect or Lead Architect on key Microsoft cloud technology with focus on Dynamics 365 suite of solutions and the…,Singapore,NCS,
387,Manager of CRM Systems,"The position serves as an advocate for a smooth delivery of each product with an innovative development, design, prototyping, architecture review, documentation…",Queenstown,INSEAD,
388,"Security Architect, Enterprise Architecture","Bachelors or MasterÃ¢â¬â¢s Degree in Computer Science, Information Technology or equivalent;Perform internal application and architecture security review of…",Singapore,Sciente Consulting Pte. Ltd,
389,Senior Designer (Architecture),Registered Architect with the Board of Architects Singapore (BOA) will be an advantage;I understand and agree that the data collected will be used for…,Singapore,Aedas,
390,Principal Software Algorithm Engineer,"10+ years of professional experience, of which 5+ years in algorithm development as a Physicist, System Engineer or similar.You are a part of.",Singapore,Philips Electronics Singapore Pte Ltd,
391,Software Architect & R&D Manager (Mobility Video Analytics)...,"Strong knowledge Micro-services system, Big Data technologies, e.g. SMACK Stack, Spark, Mesos, Akka, Kafka, Cassandra, Docker, & cloud deployment/ services,…",Singapore,ST Electronics (Info-comm Systems) Pte Ltd,
392,"Customer Success Manager, APAC (Based in Singapore)","You have in-depth knowledge of indicators of success, leveraging data and your analytical aptitudes to guide changes, updates, and improvements.",Singapore,Palo Alto Networks,
393,Mobile Developer (Flutter),"Knowledge of Data structures and Algorithms.If this sounds like you, get in touch with Christopher at c.shepherdson@pearsonfrank.com or drop me a call at +65…",Singapore,Pearson Frank,"$5,500 - $6,500 a month"
394,"AVP / Senior Associate, Data Architect, Group Consumer Banki...",A Bachelor’s degree in Computer Science (or equivalent experience).Feedback to Head Architect and management for positioning and long term strategy planning.,Singapore,DBS Bank,
395,"Security Solutions Architect, CGEM - Singapore","People, processes, data, and things.We have an exciting Technical Solutions Architect role open in our Global Security Sales Organization!",Singapore,Cisco Systems,
396,Solution Architect,"Validates results using comparable deal history, competitor and market data.Responsible for solution development, competitive costing, commercial proposition…",Singapore,Xchanging Malaysia Sdn Bhd,
397,Cloud Architect,"4+ years' experience as an IT Infrastructure Architect, with focus on Azure, cloud, server, storage and networking.",Singapore,Enggsol Pte Ltd,
398,Senior AI Scientist,"Digital Planning Lab’s teams with capabilities in software development, geospatial analytics, data science and governance, work closely with planners to…",Singapore,Urban Redevelopment Authority,
399,"Solution Architect, Operations Support System (OSS) / Busine...","This includes remediation, testing, data migration, system cutover, decommissioning and platform roadmaps.Solution Architect for OSS/BSS and its transformation…",Bugis,NetLinkTrust,
400,Pre-Sales Network Engineer,"Data Center, Virtualization, Cloud Computing, SDN and NFV.Network security such as firewalls, UTM, IPSec VPN, SSLVPN, token-based authentication, intrusion…",Hougang,NERA TELECOMMUNICATIONS LTD,
401,Senior Implementation Consultant,"Good understanding of Data Governance, Data Exploration and Data Mining Concept.Good understanding of Enterprise Data Management, ETL processes, CDC, Data…",Singapore,Qlik,
402,Solution Architect,"Oracle, DB2, MySQL.Knowledge of open frameworks such as Spring, Struts, JSF, Hibernate.MVC design, Data modeling, Deployment & Build management, Data migration.",Singapore,Ecquaria Technologies Pte Ltd,
403,Senior Software Test Engineer,"Knowledge of Data Management domain.BS or above in Computer Science or equivalent.We are seeking a motivated, innovative, pragmatic quality assurance…",Singapore,Autodesk,
404,Solution Architect (Network),Experience with modern data center network designs and architectures.Experience with Load Balancing and Firewalls in the Data Center Network.,Singapore,Enggsol Pte Ltd,
405,Senior Asean GSI Partner Manager,"Broad based technology experience including cloud computing, big data and analytics, networking, security, storage and ongoing infrastructure management.",Singapore,Amazon Web Services Singapore,
406,Digital Architect,"Familiar with blockchain technologies, data analytics, PaaS, big data or UX/UI;Degree in Information Technology, Computer Engineering, Computer Science or…",Singapore,Sciente Consulting Pte. Ltd,
407,Manager,Background in Computer Science / Computer Engineering / Information Technology / Mathematics / Statistics / Data Science and Analytics.,Singapore,Info-communications Media Development Authority,
408,"Engineering Manager, Next Billion Users","Bachelor's degree in Computer Science, related technical discipline, or equivalent practical experience.MS or PhD in Computer Science or closely related degree…",Singapore,Google,
409,Applications/Integration Architect,"Build applications architecture map based on end to end business processes covering the data integration, databases and the means to receive the data.",Singapore,Nobility Services Singapore Pte Ltd,
410,"SVP, Platform Architect, Group Consumer Banking and Big Data...","Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on…",Singapore,DBS Bank,
411,"Senior Manager, Solutions Engineer (Information Technology)","BA/BS degree in Computer Science, Engineering, or related discipline is required.There will be strong focus in the areas of Identity Access Management,…",Singapore,Marina Bay Sands,
412,"Senior Manager, Solutions Engineer (IT)","BA/BS degree in Computer Science, Engineering, or related discipline is required.The primary responsibility of the Senior Manager, Solutions Engineer include…",Singapore,Marina Bay Sands Pte Ltd,
413,"Director, Infrastructure Delivery","Experience with data centre operations, enterprise architecture, IT security, cloud and big data technologies;Excellent communication and leadership skills;",Singapore,Sciente Consulting Pte. Ltd,
414,Cloud Native Architect,"Own scalability, availability and data security for your services.Take ownership of the end-to-end IT architecture for cloud strategy and adoption in…",Singapore,Dell,
415,#EDMS - Project Manager (Operations),Degree in Electrical / Electronic / Computer Engineering / Computer Science / Information Systems from a recognized institution.,Singapore,NCS,
