,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
126,Call Quality Analyst,Knowledge of General Data Protection Regulation and Data Protection Act 2018 (essential).Review and issue data rights responses (subject access requests).,Leeds,Brewster Partners,"£18,000 - £24,000 a year",Leeds,21000.0,0,1,0,0,0
127,Finance Analyst,Duties of the Finance Analyst include:The position is ideally suited to an analytical business partner with excellent systems and data manipulation skills.,Leeds,Willoughby Professional Ltd,"£30,000 - £32,000 a year",Leeds,31000.0,0,1,0,0,0
128,Application Support Analyst,"The successful Application Support Analyst can expect to earn up to £40,000 and will also get the chance to support trainee/junior level analysts.",Leeds,Corecom Consulting,"£40,000 a year",Leeds,40000.0,1,1,0,0,0
129,Informatica Architect,"Works with data services team, data architecture team and external stakeholders to determine a solution that will integrate with existing data assets, review…",Leeds,BD Consult Limited,"£70,000 a year",Leeds,70000.0,1,1,0,0,0
130,Product Owner,"We are seeking ambitious software professionals to join our award-winning analyst team. *.You will be working at the cutting edge of clinical system design,…",Leeds,Medisoft Limited,"£44,000 a year",Leeds,44000.0,1,1,0,0,0
131,MI and Reporting Analyst,Management information is at the heart of all data analytics and it’s the core responsibility of MI & Reporting Analyst.,Leeds,Interface Recruitment,"£25,000 - £30,000 a year",Leeds,27500.0,0,1,0,0,0
132,Business Systems Analyst - Global Manufacturer - CYCLE170,"Business Systems Analyst / Information Systems Analyst.Support, maintain and develop our Data Warehouse, Reporting and Business Intelligence SQL Server…",Leeds,Interface Recruitment,"£22,000 - £28,000 a year",Leeds,25000.0,0,1,0,0,0
133,Senior SOC Analyst,"Monitor SIEM systems and investigate security events and alerts, considering system and application logs, network security appliances, user activity, and…",Leeds,La Fosse Associates,"£50,000 - £60,000 a year",Leeds,55000.0,1,1,0,1,0
134,Applied Statistical Modelling Analyst,An exciting opportunity for an experienced Statistical Analyst to join an expanding Decision Science department.,Leeds,Aspire Data Recruitment,"£40,000 a year",Leeds,40000.0,1,1,0,0,0
135,Business Intelligence Analyst - Large supportive Company,Data Warehousing (Kimball) / Master Data Management.Produce and maintain an enterprise wide data model and related data dictionaries.,Leeds,Interface Recruitment,"£35,000 a year",Leeds,35000.0,0,1,0,0,0
136,Associate Consultant,"Do you have experience working as an Analyst, Co-ordinator, Account Manager or Senior Administrator within group risk and/or healthcare benefits?",Halifax,IDEX Consulting,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
137,Business Analyst (Business Intelligence Team) Data Warehouse...,"Working closely with the data governance team and ensure data governance principles underpin all business process, changes, and new requests.",Leeds,Interface Recruitment,"£40,000 - £45,000 a year",Leeds,42500.0,1,1,0,0,0
138,Network Security Engineer,Working as the Network Security Engineer / 3rd Line Support Analyst you will have ample amounts of experience with Firewalls and Security.,Leeds,AWD Recruitment Limited,"£50,000 a year",Leeds,50000.0,1,1,0,0,0
139,BI Analyst,"Job Skill: BI Analyst, Data Analyst, MI Analyst.You have working knowledge of working with a big data tech stack, especially: Databases, data warehouses and…",Leeds,Corecom Consulting,"£50,000 - £60,000 a year",Leeds,55000.0,1,1,0,0,0
140,Software Developer,"Requirements gathering alongside our business analysts.600 or above in Gaokao Science.Location Leeds Job Type Graduate Schemes Salary £45,000.",Leeds,STEM Graduates,"£45,000 a year",Leeds,45000.0,1,1,0,0,0
141,Finance Systems Analyst,"Key areas of delivery for the Finance Systems Analyst will include:As Finance Systems Analyst you will need to possess the below qualifications, experience and…",Leeds,Michael Page UK,"£32,397 - £35,391 a year",Leeds,33894.0,0,1,0,0,0
142,Senior Credit Risk Analyst,"Grow an exciting Loans portfolio in a fast paced, data driven environment.Analyse large data sets using SAS, SQL to find trends, forecast performance and…",Leeds,Harnham,"£32,000 - £38,000 a year",Leeds,35000.0,0,1,0,1,0
143,System Analyst - Retail Banking,"System Analyst - Retail Banking -Permanent £75K per Annum.Responsibility for documenting error handling flows, and data loss/ recovery procedures where needed.",Leeds,Spier Consulting,"£75,000 a year",Leeds,75000.0,1,1,0,0,0
144,Security Operations Engineer,Business Intelligence (BI) / Data Warehousing.Security Operations Engineer needed in Leeds.Start ASAP (subject to Notice Period / Availability).,Leeds,Syntax Consultancy Limited,"£40,000 - £50,000 a year",Leeds,45000.0,1,1,0,0,0
145,Call Quality Analyst,Manage and review data laws.Data Protection laws understanding and knowledge.By applying for the above position and providing your personal data to us you…,Leeds,gap personnel,"£18,000 - £24,000 a year",Leeds,21000.0,0,1,0,0,0
146,Senior ALM Analyst,The Senior ALM Analyst will be responsible for:Ability to manage and analyse large sets of financial data.The Senior ALM Analyst position is a permanent role…,Leeds,Michael Page UK,"£45,000 - £52,000 a year",Leeds,48500.0,1,1,0,1,0
147,Business Analyst (eCommerce),You will be hands on and working within a process driven environment specifically Agile and Waterfall with a focus on FCA compliance and Data Protection.,Leeds,Interaction Recruitment,"£30,000 - £35,000 a year",Leeds,32500.0,0,1,0,0,0
148,Temporary Business Intelligence Officer,Experience of Data Management- understanding of the reference data necessary to produce meaningful analyses of data.,Leeds,Page Personnel - UK,"£30,000 - £36,000 a year",Leeds,33000.0,0,1,0,0,1
149,IT Support Analyst - Global Brand - Projects and BAU - HOOP,"Leading FMCG brand in West Yorkshire are looking to strengthen their team with the addition of an IT Project and Support Analyst, working in a fast paced…",Leeds,Interface Recruitment,"£28,000 - £32,000 a year",Leeds,30000.0,0,1,0,0,0
150,Junior to intermediate - Proclaim Developer,Ensure security of data and adherence to the IT security policy.Working as a business analyst within the business to gather requirements and identify gaps.,Leeds,Interface Recruitment,"£25,000 - £30,000 a year",Leeds,27500.0,0,1,1,0,0
151,Interim Commercial Analyst,"Fixed term contract for a commercially focussed analyst.Using data mining tools such as Tableau, SQL and Power BI, you will use data and insight to provide…",Leeds,Michael Page UK,"£45,000 - £50,000 a year",Leeds,47500.0,1,1,0,0,1
152,Business Intelligence Analyst - Newly formed BI function wit...,Experience working with complex data structures.Supporting strategic data and tool migration projects.Working closely with senior management in order to…,Leeds,Interface Recruitment,"£25,000 - £35,000 a year",Leeds,30000.0,0,1,0,0,0
153,Network Project Engineer,Business Intelligence (BI) / Data Warehousing.Working in a team of Network Engineers to build and deploy projects and technical support as required to a high…,Leeds,Syntax Consultancy Limited,"£38,000 - £42,000 a year",Leeds,40000.0,1,1,0,0,0
154,Senior Digital Insight Analyst,"You will happy working with engineers, insight analysts and stakeholders to give a fuller view of the clients customers & online performance.",Leeds,Harnham,"£40,000 - £50,000 a year",Leeds,45000.0,1,1,0,1,0
155,Application & Desktop Support Team Lead,""" Demonstrable team senior analyst and/or team leader experience of an ITIL-aligned Service."" Provide data for the reporting of KPI's and trends to the Service…",Leeds,Interface Recruitment,"£28,000 - £32,000 a year",Leeds,30000.0,0,1,0,1,0
156,Digital Analytics Consultant - Adobe Implementation,"Consulting - experience turning data into insight for clients.You will be a hands-on implementation analyst, working with Adobe Analytics, DTM, Launch &…",Leeds,Harnham,"£45,000 - £55,000 a year",Leeds,50000.0,1,1,0,0,0
157,Senior Analyst Programmer,"Responsible for circa 3 permanent analyst / programmers.Experience of working on projects using a recognised methodology (Agile), SQL Server Integration…",Leeds,Interface Recruitment,"£30,000 - £40,000 a year",Leeds,35000.0,0,1,0,1,0
158,Proclaim Developer case management - Leeds City Centre,Ensure security of data and adherence to the IT security policy.Working as a business analyst within the business to gather requirements and identify gaps.,Leeds,Interface IT,"£25,000 - £30,000 a year",Leeds,27500.0,0,1,0,0,0
159,Proclaim case management developer - Leeds City Centre,Ensure security of data and adherence to the IT security policy.Working as a business analyst within the business to gather requirements and identify gaps.,Leeds,Interface IT,"£40,000 a year",Leeds,40000.0,1,1,0,0,0
160,Senior Developer,"As a Senior Engineer you will establish and maintain strong relationships with Principal Engineers, Agile Delivery Managers, Product Owners, Scrum Masters,…",Leeds,Hermes,"£50,000 a year",Leeds,50000.0,1,1,0,1,0
161,Asbestos Surveyor/Analyst,Your personal data will not be used for any other purpose other than to be presented for the position applied and/or for other roles which will be discussed by…,Leeds,Zone Recruitment,"£25,000 - £30,000 a year",Leeds,27500.0,0,1,0,0,0
162,IT Apprenticeship Manager,"IT and Telecoms, Software Developer, Network Engineers, Cyber, Data Analyst, IT Technical Sales, Digital Marketing.Competitive Salary up to £38000.",Leeds,Pertemps Network Group,"£35,000 - £38,000 a year",Leeds,36500.0,1,1,1,1,0
163,Scrum Master,The scrum team will consist of 10 people including Business Analyst's and Data Scientists.A large British Bank are looking for someone with an agile background…,Leeds,Morgan McKinley,"£20,000 - £40,000 a year",Leeds,30000.0,0,1,0,1,0
164,Software Test Engineer Automation,"The role will focus on Unit, Functional, Integration, Manual and Automated testing, considering test data sets, data generation and data anonymisation.",Leeds,Interface Recruitment,"£35,000 - £48,000 a year",Leeds,41500.0,1,1,0,0,0
165,Senior CRO / Insights Manager,You will have the best tools on disposal to you and have the assistance of a Data Analyst who will do all the number crunching.,Leeds,Pertemps Network Group,"£25,000 - £35,000 a year",Leeds,30000.0,0,1,0,1,0
166,Senior CRO / Insights Manager,You will have the best tools on disposal to you and have the assistance of a Data Analyst who will do all the number crunching.,Leeds,Network Marketing – Marketing Recruitment,"£25,000 - £35,000 a year",Leeds,30000.0,0,1,0,1,0
167,Senior BI Developer - FS Client with Data Driven Culture - R...,"Preparing technical artefacts such as (but not limited to) Data Mapping, Data Lineage, Metadata, Logical and Physical Data Models for complex data structures.",Leeds,Interface Recruitment,"£30,000 a year",Leeds,30000.0,0,1,0,1,0
168,Systems Support Analyst - North Leeds - Growing Service - RE...,"Work with other systems analysts in the design, development and modification of enterprise solutions.Proven background working as a 1st/2nd Line Support…",Leeds,Interface IT,"£28,000 a year",Leeds,28000.0,0,1,0,0,0
169,Automation Tester,Min 3 years’ experience as Automation Tester / Test Analyst / Test Engineer / Software Tester / Test Lead.Suitable for: Automation Tester / Test Analyst / Test…,Leeds,Solo Search,"£45,000 a year",Leeds,45000.0,1,1,0,0,0
170,Commercial Finance Analyst,The Commercial Finance Analyst will be responsible for:Business partnering with Operations Managers across the country to collect large volumes of data.,Leeds,Robert Half United Kingdom,"£50,000 - £55,000 a year",Leeds,52500.0,1,1,0,0,0
171,"Full Stack Analyst / Developer ( C#, API Dev, JavaScript, Fr...","The focus of the role will be around data analytics, unstructured data and anti-fraud capabilities.The client seeks a Full Stack Analyst / Developer to join a…",St Albans,Firway Consulting Ltd,"£52,000 - £60,000 a year",Rest of UK,56000.0,1,1,0,0,0
