,Title,Summary,Location,Company,Salary
915,BUSINESS INTELLIGENCE ENGINEER - Worldwide Leader,"You have strong ETL (API based), data modeling, data marts.You will be part of a team that supports its stakeholders in leveraging and interpreting data and…",Brussel,EyeTech Solutions,
916,Planning Coordinator,Checks back to back with customer service engineer the status and the progress of tasks.The Service Planning Coordinator oversees and coordinates all service…,Zaventem,Vivaldis Interim,
917,Tender Engineer,"You assist in developing and comparing different creative execution methods for these works by taking into account costs, risks, planning, technical data and…",Zwijndrecht,Dredging International,
918,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
919,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
920,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
921,Data Architect,"Capture data requirements and deliver logical data models, data flow diagrams and other artefacts.A data architect is an IT specialist with experience and…",Brussel,ARHS Group,
922,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
923,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
924,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
925,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
926,Junior Application Engineer,"You can read, interpret and simplify big raw-data sets into meaningful easy to understand information.The global “Merchant Services – Operate the Service” team…",Evere,Worldline,
927,Telecoms Optical Network Engineer - Belgium,Ensure all data is available for the designing phase and protect data quality of the input needed for the designer.Proven experience in a similar role.,Brussel,LA International Computer Consultants Ltd,
928,System Engineer,"For a customer in the telecom sector, we are looking for a system engineer.You guarantee that the IT systems, ISP services and data center network are reliable…",Brussel,Anankei,
929,Test Analyst,"Je maakt deel uit van een agile team, en je overlegt met developers, analysten, product owners en operations engineers om tot de best mogelijke test aanpak te…",Brussel,Smals,
930,Field Service Engineers & Maintenance Technicians,"You follow prescribed administration procedures to ensure proper collection and reported of required data, including, but not limited to; call acceptance,…",Brussel,Michael Page BE,
931,Technical modelling within load-flow software – Transition t...,Correctness of data imported and exported.The CIM (Common Information Model) is a xml-based standard which will be used in the near future by TSO and RSC to…,Brussel,CORESO,
932,Solution Advisor (m/f) Data Center Infrastructure for Europe...,"Identify and propose technical solutions in all aspects of a data center, currently focused but not limited to Storage solutions of Dell Technologies.",Brussel,Bechtle Brussels NV Brüssel,
933,Senior (Hyperconverged) Infrastructure Engineer/Architect,"Storage array, SAN network and data-center systems trouble shooting experience.Other responsibilities include troubleshooting and resolving customer escalated…",Brussel,Proximus SpearIT,
934,Satellit - Linux System Engineer,"En collaboration avec l'équipe, composée de trois ingénieurs, vous gérez les différents équipements ainsi que leur maintenance de manière autonome (Hardware et…",Oudergem,Satellit,
935,Senior Data Architect,"We’re looking for an Information/Data Architect to contribute to this process by shaping information architecture, data governance, data quality management and…",Mechelen,Telenet,
936,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
937,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
938,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
939,Data Architect,"Capture data requirements and deliver logical data models, data flow diagrams and other artefacts.A data architect is an IT specialist with experience and…",Brussel,ARHS Group,
940,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
941,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
942,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
943,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
944,Voice & Network Technical Liaison,Our ideal candidate is currently working in an equivalent position or is a senior engineer who wants to take the next step in their career.We value that at NN!,Brussel,NN Insurance Belgium,
945,IT Project Manager (H/F),"Analytique, vous êtes parfaitement à l’aise avec les chiffres, le data mining et les sujets généralement complexes.FR et/ou NL, maîtrise de l’EN (écrit/parlé).",Brussel,Insitoo,
946,E-Motor MBD Engineer,"Data analyzing : analyses simulation & test data and draw conclusions ;For a client active in the automotive sector, I am searching for an E-Motor Model Based…",Evere,Experis Belgium,
947,Digital improvement engineer (H/F),Voor onze klant in Brussel zijn we op zoek naar een digital improvement engineer.The data enables you to develop the right set of KPI’s to verify and improve…,Zaventem,Dhr. Wim Van Loo,
948,Technical Voice & Network Liaison,Notre candidat idéal occupe actuellement un poste équivalent ou est un ingénieur senior qui souhaiterait passer à l’étape suivante dans sa carrière.,Brussel,NN Insurance Belgium,
949,Field Engineer,Draag je zorg voor het aanmaken van klantorders.Onderhoud je telefonisch contact met onze klanten.Ben je actief in het opvolgen van bestellingen naar…,Brussel,Buro Nexus,
950,FORECASTING WIND RESOURCES,"A data scientist and ICT engineer, will work part time on the project.Candidates have a master degree (at the start of their contract) in one of the following…",Leuven,KU Leuven,
951,Senior Business Consultant in Financial Services,"You will execute project assignments, including intelligent data structuring, data analysis, benchmarks, people interviews, workshop animation, process mapping,…",Bruxelles Saint-Gilles,Sia Partners,
952,Senior Business Consultant in Energy and Utilities,"You will execute project assignments, including intelligent data structuring, data analysis, benchmarks, people interviews, workshop animation, process mapping,…",Bruxelles Saint-Gilles,Sia Partners,
953,Software Engineer - Bell Labs (WWS/WISP platform),"Onboarding of data & video analytics algorithms on WISP.WISP unifies the processing of live data and video streams.As a WISP Software Engineer, you.",Antwerpen (stad),NOKIA,
954,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
955,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
956,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
957,Data Architect,"Capture data requirements and deliver logical data models, data flow diagrams and other artefacts.A data architect is an IT specialist with experience and…",Brussel,ARHS Group,
